1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
12.15,8.4,8.0,7.7,8.25,7.15,7.25,6.7,6.6,6.95,6.85,7.2,8.3,6.85,6.95,7.2,7.25,6.95,7.5,
